Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Aruba,ABW,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,96.15953,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,97.73692,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,54.92656,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2556,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,1404,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,78.04716,..,..,..,..,..,..,..,..
Aruba,ABW,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,82.11163,..,..,..,..,..,..,..,..
Aruba,ABW,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,74.08136,..,..,..,..,..,..,..,..
Aruba,ABW,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,1152,..,..,..,..,..,..,..,..,..
Australia,AUS,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,98.10016,98.35632,..,..,..,..,96.87867,..,..
Australia,AUS,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,97.27709,97.63589,..,..,..,..,96.13913,..,..
Australia,AUS,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,82.55502,82.34177,81.57337,..,..
Australia,AUS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,97.10396,97.67766,97.98651,97.48417,97.13516,97.10963,96.7724,96.4991,..,..
Australia,AUS,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,85.76133,85.58725,84.90809,..,..
Australia,AUS,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,79.49428,79.24013,78.38855,..,..
Australia,AUS,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,81.74398,..,..,83.70484,81.94845,81.16449,79.2234,79.10304,..,..
Australia,AUS,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,83.64459,..,..,86.04045,84.32109,83.70323,81.85635,81.54841,..,..
Australia,AUS,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,79.9319,..,..,81.49242,79.70302,78.76075,76.72678,76.78222,..,..
Australia,AUS,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,..,..,..,..,..,92.709,91.79218,90.95661,..,..
Australia,AUS,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,..,..,..,..,..,93.62149,92.53594,91.53681,..,..
Australia,AUS,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,..,..,..,..,..,91.84481,91.08711,90.40609,..,..
Australia,AUS,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,87.93344,87.88016,89.00335,88.9843,89.50251,89.43862,89.72229,..,..,..
Austria,AUT,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,86.87544,86.54043,87.88254,87.89026,88.01345,87.85312,88.07563,..,..,..
Austria,AUT,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,77.79435,78.2438,77.86449,77.60516,76.1719,..,..
Austria,AUT,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,87.39116,87.19339,88.42921,88.4241,88.73989,88.62591,88.8771,88.64471,..,..
Austria,AUT,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,79.21163,79.91054,79.69154,79.2906,77.99162,..,..
Austria,AUT,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,76.44712,76.66142,76.13173,76.00683,74.44858,..,..
Austria,AUT,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,86.5668,85.62193,84.88144,84.50094,84.74448,85.11548,86.62955,86.30277,..,..
Austria,AUT,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,87.77211,86.82293,85.9443,85.69359,85.73378,86.19195,87.44172,87.19341,..,..
Austria,AUT,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,85.4205,84.48016,83.8711,83.3663,83.80178,84.08804,85.85394,85.45594,..,..
Austria,AUT,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,84.09397,85.96543,88.10681,91.82654,..,..,..,98.76192,92.43446,..
Azerbaijan,AZE,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,85.27996,88.40574,90.32526,95.28533,..,..,..,97.2161,92.7713,..
Azerbaijan,AZE,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,..,..,..,..,..,..,..,..,85.45663,..
Azerbaijan,AZE,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,84.72605,87.26808,89.29003,93.67068,94.8121,94.26275,94.96529,97.93103,92.61575,..
Azerbaijan,AZE,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,..,..,..,..,..,86.54114,..
Azerbaijan,AZE,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,..,..,..,..,..,84.50427,..
Azerbaijan,AZE,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,69.41099,79.88968,79.43644,81.01157,79.55133,72.9585,74.77581,81.04625,..,..
Azerbaijan,AZE,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,67.70033,78.40003,77.26935,78.20662,78.59377,71.92369,73.1869,81.11542,..,..
Azerbaijan,AZE,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,70.90693,81.18563,81.3348,83.48148,80.38695,73.84909,76.12888,80.98685,..,..
Azerbaijan,AZE,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,69.22064,68.63833,68.19023,69.123,68.25346,68.50709,68.52557,..,..,..
Azerbaijan,AZE,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,15962,15680,16097,15299,15493,15726,15702,..,..,..
Azerbaijan,AZE,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,11049,10762,10977,10575,10574,10774,10760,..,..,..
Azerbaijan,AZE,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,82.9725,82.14978,81.92837,82.0231,81.83305,84.28759,87.16506,90.95129,92.27239,..
Azerbaijan,AZE,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,82.01795,80.94157,81.17731,80.75404,80.5569,82.83688,85.65155,90.99106,91.51968,..
Azerbaijan,AZE,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,83.83579,83.2338,82.59533,83.14555,82.95416,85.5582,88.48892,90.91644,92.93128,..
Azerbaijan,AZE,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,4913,4917,5120,4724,4918,4953,4942,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,80.82471,85.81722,80.11429,74.79154,75.97175,79.8127,76.56375,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,80.49075,85.88506,80.21046,74.99606,75.28427,80.11829,74.4432,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,67.61325,63.7144,65.81688,58.838,61.0232,49.21391,57.71816,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,80.65799,85.85102,80.16219,74.89342,75.62908,79.96521,75.50359,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,71.5839,67.52817,70.14003,63.02607,64.16718,51.82609,60.70441,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,63.68247,59.94275,61.52509,54.66448,57.88018,46.59557,54.71931,..,..,..
"Bahamas, The",BHS,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,74.16549,..,..,..,..,..,66.51967,..,..,..
"Bahamas, The",BHS,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,75.9106,..,..,..,..,..,68.83351,..,..,..
"Bahamas, The",BHS,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,72.49703,..,..,..,..,..,64.31034,..,..,..
"Bahamas, The",BHS,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,68.44071,65.1158,65.09565,63.56286,67.24618,53.64032,58.05173,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,71.74636,67.81502,68.73454,66.23497,68.9641,54.74837,60.1018,..,..,..
"Bahamas, The",BHS,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,65.14806,62.41992,61.45113,60.87944,65.51796,52.5242,55.98492,..,..,..
"Bahamas, The",BHS,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,92.98872,93.54156,94.24128,96.22045,98.38984,98.75164,..,97.19373,..
Bahrain,BHR,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,90.87216,92.00878,93.32607,95.33449,97.67958,97.0888,..,99.00458,..
Bahrain,BHR,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,77.76848,81.45549,75.85345,75.19446,79.52679,83.90207,87.74814,87.75799,83.5067,..
Bahrain,BHR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,91.89966,92.75377,93.77229,95.768,98.02753,97.90026,98.72605,98.10484,..
Bahrain,BHR,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,81.06817,81.7109,78.61242,78.34433,82.7501,86.57472,89.8408,89.7271,87.32388,..
Bahrain,BHR,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,74.5245,81.18827,73.19477,72.26685,76.50515,81.32527,85.70648,85.87496,80.05704,..
Bahrain,BHR,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,93.49714,91.42351,88.99916,91.92977,95.00459,95.00917,95.31665,..,..
Bahrain,BHR,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,95.38703,91.62769,89.84437,91.3677,94.28744,95.53453,95.82616,..,..
Bahrain,BHR,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,91.68786,91.22866,88.18441,92.47845,95.70878,94.49758,94.81732,..,..
Bahrain,BHR,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,53.66379,..,..,..,..,..,48.03841,..,..,..
Bahrain,BHR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,53732,..,..,..,..,..,58137,..,..,..
Bahrain,BHR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,28834,..,..,..,..,..,27928,..,..,..
Bahrain,BHR,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,85.00836,84.5466,83.92011,88.19488,91.39818,92.74501,92.07271,91.6515,91.24401,..
Bahrain,BHR,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,85.20483,85.26373,85.67809,89.21425,90.66625,91.93068,93.4688,95.17575,95.75624,..
Bahrain,BHR,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,84.81977,83.86513,82.28382,87.22732,92.1073,93.52763,90.7809,88.47813,87.21308,..
Bahrain,BHR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,24897,..,..,..,..,..,30209,..,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,34.18699,34.09436,..,38.12481,..,41.74451,51.13668,57.64362,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,94.9566,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,33.66192,33.78167,..,37.23394,..,41.94383,48.33092,56.20649,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,34.69116,34.39495,..,38.97878,..,41.55419,51.31744,59.01849,..,..
Bangladesh,BGD,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,96.51761,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,98.50922,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,94.60622,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,54.17225,54.07822,53.88134,53.96015,53.95715,55.0665,55.01731,..,..
Bangladesh,BGD,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,43383565,45224025,42702354,43402505,39631359,31549430,31961389,..,..
Bangladesh,BGD,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,23501853,24456349,23008601,23420055,21383951,17373168,17584296,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,60.78887,61.2335,66.62635,70.60297,..,75.36263,70.82743,70.74555,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,66.31436,68.02112,72.74062,75.16581,..,83.01611,78.81995,79.28732,..,..
Bangladesh,BGD,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,55.47644,54.71323,60.76023,66.22835,..,68.01989,63.1673,62.56755,..,..
Bangladesh,BGD,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,19881711,20767675,19693753,19982450,18247408,14176262,14377093,..,..
Barbados,BRB,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,95.71802,93.92116,..,..,94.08999,96.28692,98.55599,95.78701,97.52594,..
Barbados,BRB,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,94.27003,93.08117,..,..,92.90855,95.42842,97.53985,97.29118,99.22526,..
Barbados,BRB,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,64.36156,67.97959,..,..,88.13318,89.93519,87.30315,86.08227,84.55528,..
Barbados,BRB,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,94.97605,93.48965,..,..,93.48471,95.84843,98.03848,96.55139,98.38821,..
Barbados,BRB,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,67.27462,74.1944,..,..,93.60253,92.87488,92.14991,92.49934,92.18792,..
Barbados,BRB,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,61.48301,61.87759,..,..,82.86686,87.12269,82.69408,80.01348,77.36469,..
Barbados,BRB,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,79.01169,76.38004,..,..,88.81903,96.03633,94.43833,82.73282,..,..
Barbados,BRB,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,79.01639,78.68852,..,..,88.01792,96.4547,93.69724,80.76923,..,..
Barbados,BRB,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,79.00724,74.20021,..,..,89.58333,95.63578,95.14825,84.61957,..,..
Barbados,BRB,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,52.83644,..,..,..,..,..
Barbados,BRB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,913,..,..,..,..,..
Barbados,BRB,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,482,..,..,..,..,..
Barbados,BRB,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,81.28834,83.67509,..,..,95.65803,96.22132,94.67772,95.72817,93.55847,..
Barbados,BRB,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,82.03806,87.22222,..,..,95.03625,98.25622,98.58913,98.49964,95.63543,..
Barbados,BRB,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,80.55988,80.25246,..,..,96.24838,94.29879,90.99056,93.10933,91.58537,..
Barbados,BRB,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,431,..,..,..,..,..
Belarus,BLR,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,..,94.41777,93.5814,95.11171,96.46518,..,95.08603,..
Belarus,BLR,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,..,92.68411,93.29029,93.44568,96.25659,..,95.32542,..
Belarus,BLR,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,87.08767,84.79042,83.0847,83.37799,85.27882,89.1904,88.41244,89.17728,88.82237,..
Belarus,BLR,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,91.39466,91.01664,94.27956,93.52767,93.43187,94.25545,96.35791,95.9291,95.20914,..
Belarus,BLR,"Adjusted net enrolment rate, upper secondary, female (%)",UIS.NERA.3.F,..,..,..,85.34237,86.25593,91.21536,89.8573,90.25741,90.13549,..
Belarus,BLR,"Adjusted net enrolment rate, upper secondary, male (%)",UIS.NERA.3.M,..,..,..,81.52158,84.35395,87.272,87.04344,88.15405,87.57893,..
Belarus,BLR,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,..,..,78.17529,79.6244,81.24946,82.763,85.5837,80.23434,..,..
Belarus,BLR,"Adjusted net intake rate to Grade 1 of primary education, female (%)",UIS.NIRA.1.F,..,..,78.23062,83.37309,81.45551,86.37838,85.0039,79.81428,..,..
Belarus,BLR,"Adjusted net intake rate to Grade 1 of primary education, male (%)",UIS.NIRA.1.M,..,..,78.12287,76.07652,81.05471,79.3506,86.13039,80.63016,..,..
Belarus,BLR,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,94.22543,94.06641,94.09312,95.92963,95.6646,95.40994,95.29041,93.79106,93.8174,..
Belarus,BLR,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,95.97587,96.13331,96.09698,96.46572,95.67523,96.01143,95.41204,94.1267,94.0631,..
Belarus,BLR,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,92.57093,92.11218,92.1952,95.42139,95.65452,94.83959,95.17513,93.47303,93.58458,..
Belarus,BLR,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,97.73288,97.86878,98.1291,98.16097,97.98765,98.34136,98.62326,99.24697,..,..
Belgium,BEL,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,97.32975,97.44352,97.85997,97.90429,97.96011,98.4238,98.69945,98.9861,..,..
Belgium,BEL,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,84.39817,83.28072,83.77506,83.65064,84.55524,84.84099,85.41434,86.34846,..,..
Belgium,BEL,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,97.52697,97.6514,97.99151,98.02977,97.97358,98.38347,98.66219,99.11352,..,..
